Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2009,San Diego,Scripps Green Hospital,106371256,OPENRYGB,1,"(32.89654, -117.2419)"
2009,San Diego,Scripps Green Hospital,106371256,VSG,13,"(32.89654, -117.2419)"
2009,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2009,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,45,"(32.88506, -117.22279)"
2009,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYGB,80,"(32.88506, -117.22279)"
2009,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,,"(32.88506, -117.22279)"
2009,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,1,"(32.88506, -117.22279)"
2009,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2009,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,28,"(32.75128, -117.1609)"
2009,San Diego,Scripps Mercy Hospital,106370744,LAPRYGB,789,"(32.75128, -117.1609)"
2009,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,17,"(32.75128, -117.1609)"
2009,San Diego,Scripps Mercy Hospital,106370744,VSG,,"(32.75128, -117.1609)"
2009,San Diego,Sharp Chula Vista Medical Center,106370875,BPD,,"(32.61909, -117.02488)"
2009,San Diego,Sharp Chula Vista Medical Center,106370875,LAPBAND,1,"(32.61909, -117.02488)"
2009,San Diego,Sharp Chula Vista Medical Center,106370875,LAPRYGB,3,"(32.61909, -117.02488)"
2009,San Diego,Sharp Chula Vista Medical Center,106370875,OPENRYGB,,"(32.61909, -117.02488)"
2009,San Diego,Sharp Chula Vista Medical Center,106370875,VSG,,"(32.61909, -117.02488)"
2009,San Diego,Sharp Memorial Hospital,106370694,BPD,,"(32.80016, -117.15531)"
2009,San Diego,Sharp Memorial Hospital,106370694,LAPBAND,1,"(32.80016, -117.15531)"
2009,San Diego,Sharp Memorial Hospital,106370694,LAPRYGB,133,"(32.80016, -117.15531)"
2009,San Diego,Sharp Memorial Hospital,106370694,OPENRYGB,,"(32.80016, -117.15531)"
2009,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,BPD,,"(32.75387, -117.16498)"
2009,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPBAND,10,"(32.75387, -117.16498)"
2009,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPRYGB,,"(32.75387, -117.16498)"
2009,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,OPENRYGB,,"(32.75387, -117.16498)"
2009,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,VSG,22,"(32.75387, -117.16498)"
2009,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,BPD,14,"(37.79149, -122.43102)"
2009,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPBAND,19,"(37.79149, -122.43102)"
2009,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPRYGB,56,"(37.79149, -122.43102)"
2009,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,OPENRYGB,,"(37.79149, -122.43102)"
2009,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,VSG,114,"(37.79149, -122.43102)"
2009,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,BPD,41,"(37.77408, -122.45441)"
2009,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPBAND,1,"(37.77408, -122.45441)"
2009,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPRYGB,,"(37.77408, -122.45441)"
2009,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,OPENRYGB,,"(37.77408, -122.45441)"
2009,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,VSG,5,"(37.77408, -122.45441)"
2009,San Francisco,UC San Francisco Medical Center,106381154,BPD,,"(37.7635148, -122.4576564)"
2009,San Francisco,UC San Francisco Medical Center,106381154,LAPBAND,15,"(37.7635148, -122.4576564)"
2009,San Francisco,UC San Francisco Medical Center,106381154,LAPRYGB,126,"(37.7635148, -122.4576564)"
2009,San Francisco,UC San Francisco Medical Center,106381154,OPENRYGB,19,"(37.7635148, -122.4576564)"
2009,San Francisco,UC San Francisco Medical Center,106381154,VSG,10,"(37.7635148, -122.4576564)"
2009,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,BPD,,"(37.65806, -122.43837)"
2009,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPBAND,95,"(37.65806, -122.43837)"
2009,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPRYGB,261,"(37.65806, -122.43837)"
2009,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,VSG,26,"(37.65806, -122.43837)"
2009,San Mateo,Peninsula Medical Center,106410852,BPD,,"(37.5944692, -122.3832465)"
2009,San Mateo,Peninsula Medical Center,106410852,LAPBAND,46,"(37.5944692, -122.3832465)"
2009,San Mateo,Peninsula Medical Center,106410852,LAPRYGB,61,"(37.5944692, -122.3832465)"
2009,San Mateo,Peninsula Medical Center,106410852,OPENRYGB,2,"(37.5944692, -122.3832465)"
2009,San Mateo,Peninsula Medical Center,106410852,VSG,48,"(37.5944692, -122.3832465)"
2009,San Mateo,Sequoia Hospital,106410891,BPD,,"(37.48129, -122.25377)"
2009,San Mateo,Sequoia Hospital,106410891,LAPBAND,,"(37.48129, -122.25377)"
2009,San Mateo,Sequoia Hospital,106410891,LAPRYGB,1,"(37.48129, -122.25377)"
2009,San Mateo,Sequoia Hospital,106410891,OPENRYGB,1,"(37.48129, -122.25377)"
2009,San Mateo,Sequoia Hospital,106410891,VSG,11,"(37.48129, -122.25377)"
2009,Santa Barbara,Santa Barbara Cottage Hospital,106420514,BPD,,"(34.42943, -119.72318)"
2009,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPBAND,30,"(34.42943, -119.72318)"
2009,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPRYGB,136,"(34.42943, -119.72318)"
2009,Santa Barbara,Santa Barbara Cottage Hospital,106420514,OPENRYGB,,"(34.42943, -119.72318)"
2009,Santa Barbara,Santa Barbara Cottage Hospital,106420514,VSG,2,"(34.42943, -119.72318)"
2009,Santa Clara,El Camino Hospital,106430763,BPD,6,"(37.36779, -122.07801)"
2009,Santa Clara,El Camino Hospital,106430763,LAPBAND,45,"(37.36779, -122.07801)"
2009,Santa Clara,El Camino Hospital,106430763,LAPRYGB,147,"(37.36779, -122.07801)"
2009,Santa Clara,El Camino Hospital,106430763,OPENRYGB,3,"(37.36779, -122.07801)"
2009,Santa Clara,El Camino Hospital,106430763,VSG,8,"(37.36779, -122.07801)"
2009,Santa Clara,Good Samaritan Hospital – San Jose,106430779,BPD,9,"(37.25116, -121.9449)"
2009,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPBAND,4,"(37.25116, -121.9449)"
2009,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPRYGB,115,"(37.25116, -121.9449)"
2009,Santa Clara,Good Samaritan Hospital – San Jose,106430779,OPENRYGB,2,"(37.25116, -121.9449)"
2009,Santa Clara,Good Samaritan Hospital – San Jose,106430779,VSG,2,"(37.25116, -121.9449)"
2009,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,BPD,,"(37.43677, -122.17282)"
2009,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPBAND,,"(37.43677, -122.17282)"
2009,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPRYGB,3,"(37.43677, -122.17282)"
2009,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,OPENRYGB,,"(37.43677, -122.17282)"
2009,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,VSG,1,"(37.43677, -122.17282)"
2009,Santa Clara,Stanford Hospital,106430905,BPD,,"(37.43342, -122.17827)"
2009,Santa Clara,Stanford Hospital,106430905,LAPBAND,36,"(37.43342, -122.17827)"
2009,Santa Clara,Stanford Hospital,106430905,LAPRYGB,127,"(37.43342, -122.17827)"
2009,Santa Clara,Stanford Hospital,106430905,OPENRYGB,2,"(37.43342, -122.17827)"
2009,Santa Clara,Stanford Hospital,106430905,VSG,14,"(37.43342, -122.17827)"
2010,San Diego,Sharp Memorial Hospital,106370694,VSG,11,"(32.80016, -117.15531)"
2009,Shasta,Shasta Regional Medical Center,106450940,BPD,,"(40.5855423, -122.3862952)"
2009,Shasta,Shasta Regional Medical Center,106450940,LAPBAND,,"(40.5855423, -122.3862952)"
2009,Shasta,Shasta Regional Medical Center,106450940,LAPRYGB,5,"(40.5855423, -122.3862952)"
2009,Shasta,Shasta Regional Medical Center,106450940,OPENRYGB,,"(40.5855423, -122.3862952)"
2009,Shasta,Shasta Regional Medical Center,106450940,VSG,,"(40.5855423, -122.3862952)"
2009,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,BPD,,"(38.44304, -122.70114)"
2009,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPBAND,4,"(38.44304, -122.70114)"
2009,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPRYGB,24,"(38.44304, -122.70114)"
2009,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,OPENRYGB,1,"(38.44304, -122.70114)"
2009,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,VSG,21,"(38.44304, -122.70114)"
2009,Sonoma,Sutter Medical Center of Santa Rosa,106490919,BPD,,"(38.46855, -122.70739)"
2009,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPBAND,4,"(38.46855, -122.70739)"
2009,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPRYGB,9,"(38.46855, -122.70739)"
2009,Sonoma,Sutter Medical Center of Santa Rosa,106490919,OPENRYGB,1,"(38.46855, -122.70739)"
2009,Sonoma,Sutter Medical Center of Santa Rosa,106490919,VSG,1,"(38.46855, -122.70739)"
2009,Stanislaus,Emanuel Medical Center,106500867,BPD,,"(37.51052, -120.83966)"
2009,Stanislaus,Emanuel Medical Center,106500867,LAPBAND,1,"(37.51052, -120.83966)"
2009,Stanislaus,Emanuel Medical Center,106500867,LAPRYGB,,"(37.51052, -120.83966)"
2009,Stanislaus,Emanuel Medical Center,106500867,OPENRYGB,,"(37.51052, -120.83966)"
2009,Stanislaus,Emanuel Medical Center,106500867,VSG,,"(37.51052, -120.83966)"
2009,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,BPD,,"(37.66727, -120.97546)"
2009,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPBAND,54,"(37.66727, -120.97546)"
2009,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPRYGB,599,"(37.66727, -120.97546)"
2009,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,OPENRYGB,5,"(37.66727, -120.97546)"
2009,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,10,"(37.66727, -120.97546)"
2009,Stanislaus,Stanislaus Surgical Hospital,106504038,BPD,,"(37.66395, -120.95756)"
2009,Stanislaus,Stanislaus Surgical Hospital,106504038,LAPBAND,,"(37.66395, -120.95756)"
2009,Stanislaus,Stanislaus Surgical Hospital,106504038,LAPRYGB,2,"(37.66395, -120.95756)"
2009,Stanislaus,Stanislaus Surgical Hospital,106504038,OPENRYGB,,"(37.66395, -120.95756)"
2009,Stanislaus,Stanislaus Surgical Hospital,106504038,VSG,,"(37.66395, -120.95756)"
2009,Tulare,Kaweah Delta Medical Center,106540734,BPD,,"(36.32753, -119.29345)"
2009,Tulare,Kaweah Delta Medical Center,106540734,LAPBAND,3,"(36.32753, -119.29345)"
2009,Tulare,Kaweah Delta Medical Center,106540734,LAPRYGB,,"(36.32753, -119.29345)"
2009,Tulare,Kaweah Delta Medical Center,106540734,OPENRYGB,,"(36.32753, -119.29345)"
2009,Tulare,Kaweah Delta Medical Center,106540734,VSG,,"(36.32753, -119.29345)"
2009,Tulare,Tulare Regional Medical Center,106540816,BPD,,"(36.22217, -119.33775)"
2009,Tulare,Tulare Regional Medical Center,106540816,LAPBAND,8,"(36.22217, -119.33775)"
2009,Tulare,Tulare Regional Medical Center,106540816,LAPRYGB,,"(36.22217, -119.33775)"
2009,Tulare,Tulare Regional Medical Center,106540816,OPENRYGB,,"(36.22217, -119.33775)"
2009,Tulare,Tulare Regional Medical Center,106540816,VSG,,"(36.22217, -119.33775)"
2009,Ventura,Community Memorial Hospital – San Buenaventura,106560473,BPD,,"(34.274589, -119.258124)"
2009,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPBAND,6,"(34.274589, -119.258124)"
2009,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPRYGB,7,"(34.274589, -119.258124)"
2009,Ventura,Community Memorial Hospital – San Buenaventura,106560473,OPENRYGB,,"(34.274589, -119.258124)"
2009,Ventura,Community Memorial Hospital – San Buenaventura,106560473,VSG,1,"(34.274589, -119.258124)"
2009,Ventura,Saint John’s Regional Medical Center,106560529,BPD,,"(34.21687, -119.15819)"
2009,Ventura,Saint John’s Regional Medical Center,106560529,LAPBAND,85,"(34.21687, -119.15819)"
2009,Ventura,Saint John’s Regional Medical Center,106560529,LAPRYGB,134,"(34.21687, -119.15819)"
2009,Ventura,Saint John’s Regional Medical Center,106560529,OPENRYGB,5,"(34.21687, -119.15819)"
2009,Ventura,Saint John’s Regional Medical Center,106560529,VSG,,"(34.21687, -119.15819)"
2009,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,BPD,,"(34.17436, -118.87007)"
2009,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPBAND,,"(34.17436, -118.87007)"
2009,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPRYGB,1,"(34.17436, -118.87007)"
2009,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,OPENRYGB,,"(34.17436, -118.87007)"
2009,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,VSG,,"(34.17436, -118.87007)"
2010,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,BPD,,"(37.82106, -122.26257)"
2010,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPBAND,38,"(37.82106, -122.26257)"
2010,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPRYGB,129,"(37.82106, -122.26257)"
2010,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,OPENRYGB,3,"(37.82106, -122.26257)"
2010,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,VSG,9,"(37.82106, -122.26257)"
2010,Alameda,Kaiser Foundation Hospital – Hayward,106010858,BPD,,"(37.62593, -122.09338)"
2010,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPBAND,10,"(37.62593, -122.09338)"
2010,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPRYGB,295,"(37.62593, -122.09338)"
2010,Alameda,Kaiser Foundation Hospital – Hayward,106010858,OPENRYGB,3,"(37.62593, -122.09338)"
2010,Alameda,Kaiser Foundation Hospital – Hayward,106010858,VSG,72,"(37.62593, -122.09338)"
2010,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,BPD,,"(37.82425, -122.25792)"
2010,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPBAND,34,"(37.82425, -122.25792)"
2010,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPRYGB,170,"(37.82425, -122.25792)"
2010,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,OPENRYGB,2,"(37.82425, -122.25792)"
2010,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,VSG,89,"(37.82425, -122.25792)"
2010,Alameda,Valleycare Medical Center,106014050,BPD,,"(37.69206, -121.88095)"
2010,Alameda,Valleycare Medical Center,106014050,LAPBAND,7,"(37.69206, -121.88095)"
2010,Alameda,Valleycare Medical Center,106014050,LAPRYGB,147,"(37.69206, -121.88095)"
2010,Alameda,Valleycare Medical Center,106014050,OPENRYGB,1,"(37.69206, -121.88095)"
2010,Alameda,Valleycare Medical Center,106014050,VSG,,"(37.69206, -121.88095)"
2010,Butte,Enloe Medical Center – Esplanade,106040962,BPD,,"(39.74224, -121.84922)"
2010,Butte,Enloe Medical Center – Esplanade,106040962,LAPBAND,6,"(39.74224, -121.84922)"
2010,Butte,Enloe Medical Center – Esplanade,106040962,LAPRYGB,83,"(39.74224, -121.84922)"
2010,Butte,Enloe Medical Center – Esplanade,106040962,OPENRYGB,,"(39.74224, -121.84922)"
2010,Butte,Enloe Medical Center – Esplanade,106040962,VSG,1,"(39.74224, -121.84922)"
2013,Santa Clara,El Camino Hospital,106430763,VSG,99,"(37.36779, -122.07801)"
2010,Contra Costa,John Muir Medical Center – Concord Campus,106071018,BPD,,"(37.98615, -122.03874)"
2010,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPBAND,,"(37.98615, -122.03874)"
2010,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPRYGB,93,"(37.98615, -122.03874)"
2010,Contra Costa,John Muir Medical Center – Concord Campus,106071018,OPENRYGB,,"(37.98615, -122.03874)"
2010,Contra Costa,John Muir Medical Center – Concord Campus,106071018,VSG,17,"(37.98615, -122.03874)"
2010,Fresno,Clovis Community Medical Center,106100005,BPD,,"(36.83745, -119.66072)"
2010,Fresno,Clovis Community Medical Center,106100005,LAPBAND,17,"(36.83745, -119.66072)"
2010,Fresno,Clovis Community Medical Center,106100005,LAPRYGB,278,"(36.83745, -119.66072)"
2010,Fresno,Clovis Community Medical Center,106100005,OPENRYGB,48,"(36.83745, -119.66072)"
2010,Fresno,Clovis Community Medical Center,106100005,VSG,11,"(36.83745, -119.66072)"
2010,Fresno,Fresno Heart and Surgical Hospital,106105029,BPD,,"(36.8611, -119.78931)"
2010,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPBAND,98,"(36.8611, -119.78931)"
2010,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPRYGB,711,"(36.8611, -119.78931)"
2010,Fresno,Fresno Heart and Surgical Hospital,106105029,OPENRYGB,2,"(36.8611, -119.78931)"
2010,Fresno,Fresno Heart and Surgical Hospital,106105029,VSG,21,"(36.8611, -119.78931)"
2010,Fresno,Fresno Surgical Hospital,106104047,BPD,,"(36.82531, -119.78155)"
2010,Fresno,Fresno Surgical Hospital,106104047,LAPBAND,1,"(36.82531, -119.78155)"
2010,Fresno,Fresno Surgical Hospital,106104047,LAPRYGB,15,"(36.82531, -119.78155)"
2010,Fresno,Fresno Surgical Hospital,106104047,OPENRYGB,,"(36.82531, -119.78155)"
2010,Fresno,Fresno Surgical Hospital,106104047,VSG,1,"(36.82531, -119.78155)"
2010,Fresno,Kaiser Foundation Hospital – Fresno,106104062,BPD,,"(36.84246, -119.7832)"
2010,Orange,Chapman Medical Center,106301140,BPD,1,"(33.78785, -117.82586)"
2010,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPBAND,4,"(36.84246, -119.7832)"
2010,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPRYGB,111,"(36.84246, -119.7832)"
2010,Fresno,Kaiser Foundation Hospital – Fresno,106104062,OPENRYGB,,"(36.84246, -119.7832)"
2010,Fresno,Kaiser Foundation Hospital – Fresno,106104062,VSG,28,"(36.84246, -119.7832)"
2010,Humboldt,Saint Joseph Hospital – Eureka,106121080,BPD,,"(40.7832, -124.14216)"
2010,Humboldt,Saint Joseph Hospital – Eureka,106121080,LAPBAND,,"(40.7832, -124.14216)"
2010,Humboldt,Saint Joseph Hospital – Eureka,106121080,LAPRYGB,9,"(40.7832, -124.14216)"
2010,Humboldt,Saint Joseph Hospital – Eureka,106121080,OPENRYGB,2,"(40.7832, -124.14216)"
2010,Humboldt,Saint Joseph Hospital – Eureka,106121080,VSG,2,"(40.7832, -124.14216)"
2010,Kern,Bakersfield Heart Hospital,106154101,BPD,,"(35.38619, -119.04314)"
2010,Kern,Bakersfield Heart Hospital,106154101,LAPBAND,6,"(35.38619, -119.04314)"
2010,Kern,Bakersfield Heart Hospital,106154101,LAPRYGB,,"(35.38619, -119.04314)"
2010,Kern,Bakersfield Heart Hospital,106154101,OPENRYGB,,"(35.38619, -119.04314)"
2010,Kern,Bakersfield Heart Hospital,106154101,VSG,,"(35.38619, -119.04314)"
2010,Kern,Delano Regional Medical Center,106150706,LAPBAND,4,"(35.76143, -119.23706)"
2010,Kern,Delano Regional Medical Center,106150706,LAPRYGB,,"(35.76143, -119.23706)"
2010,Kern,Delano Regional Medical Center,106150706,OPENRYGB,71,"(35.76143, -119.23706)"
2010,Kern,Delano Regional Medical Center,106150706,VSG,1,"(35.76143, -119.23706)"
2010,Kern,Kern Medical Center,106150736,BPD,,"(35.380833, -118.967222)"
2010,Kern,Kern Medical Center,106150736,LAPBAND,,"(35.380833, -118.967222)"
2010,Kern,Kern Medical Center,106150736,LAPRYGB,,"(35.380833, -118.967222)"
2010,Kern,Kern Medical Center,106150736,OPENRYGB,19,"(35.380833, -118.967222)"
2010,Kern,Kern Medical Center,106150736,VSG,,"(35.380833, -118.967222)"
2010,Kern,Mercy Hospital – Bakersfield,106150761,BPD,,"(35.37323, -119.02715)"
2010,Kern,Mercy Hospital – Bakersfield,106150761,LAPBAND,59,"(35.37323, -119.02715)"
2010,Kern,Mercy Hospital – Bakersfield,106150761,LAPRYGB,15,"(35.37323, -119.02715)"
2010,Kern,Mercy Hospital – Bakersfield,106150761,OPENRYGB,2,"(35.37323, -119.02715)"
2010,Kern,Mercy Hospital – Bakersfield,106150761,VSG,5,"(35.37323, -119.02715)"
2010,Kern,San Joaquin Community Hospital,106150788,BPD,,"(35.383064, -119.018775)"
2010,Kern,San Joaquin Community Hospital,106150788,LAPBAND,29,"(35.383064, -119.018775)"
2010,Kern,San Joaquin Community Hospital,106150788,LAPRYGB,27,"(35.383064, -119.018775)"
2010,Kern,San Joaquin Community Hospital,106150788,OPENRYGB,2,"(35.383064, -119.018775)"
2010,Kern,San Joaquin Community Hospital,106150788,VSG,11,"(35.383064, -119.018775)"
2010,Los Angeles,Bellflower Medical Center,106190066,BPD,,"(33.87466, -118.13052)"
2010,Los Angeles,Bellflower Medical Center,106190066,LAPBAND,,"(33.87466, -118.13052)"
2010,Los Angeles,Bellflower Medical Center,106190066,LAPRYGB,1,"(33.87466, -118.13052)"
2010,Los Angeles,Bellflower Medical Center,106190066,OPENRYGB,,"(33.87466, -118.13052)"
2010,Los Angeles,Bellflower Medical Center,106190066,VSG,,"(33.87466, -118.13052)"
2010,Los Angeles,Cedars Sinai Medical Center,106190555,BPD,,"(34.07681, -118.38061)"
2010,Los Angeles,Cedars Sinai Medical Center,106190555,LAPBAND,270,"(34.07681, -118.38061)"
2010,Los Angeles,Cedars Sinai Medical Center,106190555,LAPRYGB,277,"(34.07681, -118.38061)"
2010,Los Angeles,Cedars Sinai Medical Center,106190555,OPENRYGB,8,"(34.07681, -118.38061)"
2010,Los Angeles,Cedars Sinai Medical Center,106190555,VSG,24,"(34.07681, -118.38061)"
2010,Los Angeles,Coast Plaza Hospital,106190766,BPD,,"(33.91264, -118.09906)"
2010,Los Angeles,Coast Plaza Hospital,106190766,LAPBAND,6,"(33.91264, -118.09906)"
2010,Los Angeles,Coast Plaza Hospital,106190766,LAPRYGB,6,"(33.91264, -118.09906)"
2010,Los Angeles,Coast Plaza Hospital,106190766,OPENRYGB,1,"(33.91264, -118.09906)"
2010,Los Angeles,Coast Plaza Hospital,106190766,VSG,2,"(33.91264, -118.09906)"
2010,Los Angeles,Community Hospital Long Beach,106190475,BPD,,"(33.78871, -118.14578)"
2010,Los Angeles,Community Hospital Long Beach,106190475,LAPBAND,1,"(33.78871, -118.14578)"
2010,Los Angeles,Community Hospital Long Beach,106190475,LAPRYGB,20,"(33.78871, -118.14578)"
2010,Los Angeles,Community Hospital Long Beach,106190475,OPENRYGB,2,"(33.78871, -118.14578)"
2010,Los Angeles,Community Hospital Long Beach,106190475,VSG,11,"(33.78871, -118.14578)"
2010,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,BPD,,"(33.83352, -118.08169)"
2010,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPBAND,118,"(33.83352, -118.08169)"
2010,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPRYGB,185,"(33.83352, -118.08169)"
2010,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,OPENRYGB,5,"(33.83352, -118.08169)"
2010,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,VSG,7,"(33.83352, -118.08169)"
2010,Los Angeles,Glendale Adventist Medical Center,106190323,BPD,,"(34.14951, -118.23109)"
2010,Los Angeles,Glendale Adventist Medical Center,106190323,LAPBAND,,"(34.14951, -118.23109)"
2010,Los Angeles,Glendale Adventist Medical Center,106190323,LAPRYGB,1,"(34.14951, -118.23109)"
2010,Los Angeles,Glendale Adventist Medical Center,106190323,OPENRYGB,1,"(34.14951, -118.23109)"
2010,Los Angeles,Glendale Adventist Medical Center,106190323,VSG,,"(34.14951, -118.23109)"
2010,Los Angeles,Huntington Memorial Hospital,106190400,BPD,,"(34.13565, -118.1518)"
2010,Los Angeles,Huntington Memorial Hospital,106190400,LAPBAND,21,"(34.13565, -118.1518)"
2010,Los Angeles,Huntington Memorial Hospital,106190400,LAPRYGB,130,"(34.13565, -118.1518)"
2010,Los Angeles,Huntington Memorial Hospital,106190400,OPENRYGB,1,"(34.13565, -118.1518)"
2010,Los Angeles,Huntington Memorial Hospital,106190400,VSG,2,"(34.13565, -118.1518)"
2010,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,BPD,1,"(33.789, -118.29415)"
2010,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPBAND,12,"(33.789, -118.29415)"
2010,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPRYGB,176,"(33.789, -118.29415)"
2010,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,OPENRYGB,13,"(33.789, -118.29415)"
2010,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,VSG,408,"(33.789, -118.29415)"
2010,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,BPD,,"(34.03793, -118.37568)"
2010,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPBAND,,"(34.03793, -118.37568)"
2010,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPRYGB,122,"(34.03793, -118.37568)"
2010,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,OPENRYGB,12,"(34.03793, -118.37568)"
2010,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,VSG,391,"(34.03793, -118.37568)"
2010,Los Angeles,Keck Hospital of University of Southern California,106194219,BPD,3,"(34.06284, -118.20287)"
2010,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPBAND,6,"(34.06284, -118.20287)"
2010,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPRYGB,187,"(34.06284, -118.20287)"
2010,Los Angeles,Keck Hospital of University of Southern California,106194219,OPENRYGB,11,"(34.06284, -118.20287)"
2010,Los Angeles,Keck Hospital of University of Southern California,106194219,VSG,1,"(34.06284, -118.20287)"
2010,Los Angeles,Lakewood Regional Medical Center,106190240,BPD,,"(33.86016, -118.14837)"
2010,Los Angeles,Lakewood Regional Medical Center,106190240,LAPBAND,2,"(33.86016, -118.14837)"
